Park Name,County,Park Identifier,MH Spaces,Phone,Address,Operater
INDIAN WATERS RV RESORT,RIVERSIDE,33-11021-MP,0.0,(760) 870-1728,"47-202 JACKSON ST, INDIO, CA 92201",RV MANAGEMENT SERVICES-INDIO LLC
EL RANCHO ESTATES,RIVERSIDE,33-11361-MP,109.0,(760) 921-6333,"2450 EAST HOBSON WAY, BLYTHE, CA 92225",AF PROPERTIES 2015 LLC
NO STAR TRAILER PARK,RIVERSIDE,33-12162-MP,20.0,(951) 657-5744,"150 MAPES RD, PERRIS, CA 92570",MINNICH
RAINBOW SPA,RIVERSIDE,33-12601-MP,0.0,(760) 329-7165,"17-777 LANGLOIS ROAD, DESERT HOT SPRINGS, CA 92241",RAINBOW SPA INC
ALMOND GROVE MOBILEHOME PARK,SACRAMENTO,34-0002-MP,38.0,(916) 969-2565,"9127 GREENBACK LN, ORANGEVALE, CA 95662",ALMOND GROVE LP
COUNTRY VILLA MP,SACRAMENTO,34-0003-MP,52.0,(209) 744-7074,"605 PRINGLE AVE, GALT, CA 95632",BELDT
"DELTA BEACH PROPERTIES,LLP",SACRAMENTO,34-0004-MP,1.0,(209) 334-6544,"14250 ISLETON RD, WALNUT GROVE, CA 95690","DELTA BEACH PROPERTIES,LLP"
SOUTHWIND MOBILE ESTATES,SACRAMENTO,34-0005-MP,240.0,(916) 393-0330,"7300 LUTHER DR, SACRAMENTO, CA 95823",WILLIAMS
COLLEGE OAKS MH & RV PARK,SACRAMENTO,34-0008-MP,42.0,(916) 332-0908,"5000 AUBURN BLVD, SACRAMENTO, CA 95841",COLLEGE OAKS MH  & RV PARK LLC
CAMELLIA GARDENS MH PARK,SACRAMENTO,34-0009-MP,88.0,(916) 487-5522,"3440 FULTON AVE, SACRAMENTO, CA 95821",SHENANDOAH VALLEY LLC
EAGLE MOBILE PARK,SACRAMENTO,34-0010-MP,19.0,(916) 509-3950,"7540 AUBURN BLVD, CITRUS HEIGHTS, CA 95610",EAGLE MOBILE PARK
COBBLERIDGE MP,SACRAMENTO,34-0011-MP,39.0,(916) 536-1162,"1002 SIBLEY ST, FOLSOM, CA 95630",KATZ
TWIN LAKES MANOR,SACRAMENTO,34-0015-MP,66.0,(916) 988-5272,"9340 ORANGEVALE AVE, ORANGEVALE, CA 95662",ALPINE MHP 44BA LLC
AUBURN PALMS ESTATES,SACRAMENTO,34-0017-MP,39.0,(916) 339-1109,"5662 AUBURN BLVD, SACRAMENTO, CA 95841",FOUR J'S PROPERTIES
ELEVEN OAKS MHC,SACRAMENTO,34-0019-MP,100.0,(916) 989-5333,"4939 POLK ST, N HIGHLANDS, CA 95660",ARCADE OAKS SACRAMENTO MOBILE HOME PARK LLC
ALL STAR MOBILE HOME PARK,SACRAMENTO,34-0020-MP,69.0,(916) 804-9166,"1200 EL CAMINO AVE, SACRAMENTO, CA 95815",ALL STAR MHP LLC
ACORN MHP,SACRAMENTO,34-0021-MP,17.0,(916) 422-8198,"5800 STOCKTON BLVD, SACRAMENTO, CA 95824",STROTH
FOLSOM VILLAGE PARK,SACRAMENTO,34-0022-MP,60.0,(916) 985-4206,"701 OAKDALE ST, FOLSOM, CA 95630",COWDEN
ISLETON TP,SACRAMENTO,34-0028-MP,43.0,(916) 777-6228,"14801 HW 160, ISLETON, CA 95641",ISLETON MHC LLC
KOKET RESORT LLC,SACRAMENTO,34-0031-MP,5.0,(916) 776-1488,"14174 ISLETON RD, ISLETON, CA 95641",KOKET RESORT LLC
AUBURN VISTA,SACRAMENTO,34-0032-MP,27.0,(530) 878-7373,"7721 AUBURN BLVD, CITRUS HEIGHTS, CA 95610",AXELBAUM
ARDEN ACRES INC,SACRAMENTO,34-0033-MP,50.0,(916) 648-1839,"2421 CLAY ST, SACRAMENTO, CA 95815",ARDEN ACRES INC
SACRAMENTO MH & RV PARK,SACRAMENTO,34-0034-MP,60.0,(916) 647-8735,"1750 AUBURN BLVD, SACRAMENTO, CA 95815",SACRAMENTO MH & RV PARK LLC
MCCLELLAN MOBILEHOME PARK,SACRAMENTO,34-0036-MP,128.0,(916) 332-0812,"5050 ROSEVILLE RD, N HIGHLANDS, CA 95660",
CASA GRANDE MHV,SACRAMENTO,34-0037-MP,43.0,(530) 695-1484,"2312 AUBURN BLVD, SACRAMENTO, CA 95821",ENGDAHL HEIRS TRUST DWIGHT J PLANK TRUSTEE
LAGUNA VILLAGE RV PARK,SACRAMENTO,34-0039-MP,0.0,(916) 689-0417,"8686 WEST STOCKTON BLVD, ELK GROVE, CA 95758",LAGUNA VILLAGE RV LLC
"SACRAMENTO SHADE RV PARK , LLC",SACRAMENTO,34-0041-MP,90.0,(916) 922-0814,"2150 AUBURN BLVD, SACRAMENTO, CA 95821",SACRAMENTO SHADE RV PARK
SUNSHINE MOBILE HOME PARK,SACRAMENTO,34-0042-MP,74.0,(916) 988-7211,"6132 MAIN AVE, ORANGEVALE, CA 95662",SUNSHINE MHP
WESTERNER MHP,SACRAMENTO,34-0045-MP,47.0,(916) 688-1113,"8476 STOCKTON BLVD, ELK GROVE, CA 95758",WESTERNER MUTUAL HOUSING ASSOCIATION
PIONEER MHP,SACRAMENTO,34-0047-MP,43.0,(916) 988-4295,"6239 MAIN AVE, ORANGEVALE, CA 95662",NJC HOLDINGS
PLANTATION MHP,SACRAMENTO,34-0048-MP,31.0,(888) 299-1171,"7440 STOCKTON BLVD, SACRAMENTO, CA 95823",NORTHERN ESTATE
AMERICAN RIVER MHP,SACRAMENTO,34-0049-MP,60.0,(916) 988-2107,"6480 MAIN AVE, ORANGEVALE, CA 95662",HELD
RIVERDALE MHP,SACRAMENTO,34-0054-MP,80.0,(916) 927-6929,"1501 NORTHGATE BLVD, SACRAMENTO, CA 95815",PRIME WEST INVESTMENTS INC
FREEPORT RV PARK,SACRAMENTO,34-0055-MP,25.0,(916) 665-1169,"8249 FREEPORT BLVD, SACRAMENTO, CA 95832",LANDEROS
SACRAMENTO VILLAGE RV & MHP,SACRAMENTO,34-0056-MP,38.0,(916) 925-1184,"2644 BEAUMONT ST, SACRAMENTO, CA 95815",HAZARD
ASPEN GROVE MOBILE HOME & RV COMMUNITY,SACRAMENTO,34-0057-MP,22.0,(530) 313-0330,"10288 MC CRACKEN DR, RANCHO CORDOVA, CA 95670",ASPEN GROVE MHP
HAGGINWOOD VILLAGE,SACRAMENTO,34-0058-MP,26.0,(916) 483-9477,"3350 AUBURN BLVD, SACRAMENTO, CA 95821",MOONEY
RUCKER MOBILE HOME PARK,SACRAMENTO,34-0063-MP,6.0,(916) 309-9005,"5820 STOCKTON BLVD, SACRAMENTO, CA 95824",RUCKER
IMPERIAL MANOR MOBILE HOME COMMUNITY,SACRAMENTO,34-0064-MP,185.0,(831) 475-0335,"5935 AUBURN BLVD, CITRUS HEIGHTS, CA 95621",KAYLAND OF SACRAMENTO
HAGGIN OAKS ESTATES,SACRAMENTO,34-0068-MP,74.0,(916) 989-5333,"3700 MORSE AVE, SACRAMENTO, CA 95821",D.J. MOBILE LLC
EL CAMINO MOBILE HOME PARK & RV,SACRAMENTO,34-0069-MP,49.0,(916) 922-1060,"1301 EL CAMINO AVE, SACRAMENTO, CA 95815",HUKILL
AUBURN VILLA MOBILE HOME & RV PARK,SACRAMENTO,34-0075-MP,58.0,(916) 344-5250,"5867 AUBURN BLVD, SACRAMENTO, CA 95841",AUBURN VILLA
EDGEWATER MHP,SACRAMENTO,34-0080-MP,29.0,(916) 777-4246,"4222 LELIA DR, RIO VISTA, CA 94571",DAVIS
SACRAMENTO SUN RV PARK,SACRAMENTO,34-0083-MP,32.0,(916) 483-1468,"3330 AUBURN BLVD, SACRAMENTO, CA 95821",SACRAMENTO ARCADE MOBILEHOME AND RV PARK LLC
PARK ROYAL ESTATES,SACRAMENTO,34-0084-MP,95.0,(888) 508-8344,"2910 ROUTIER RD, SACRAMENTO, CA 95827",PARK ROYAL ESTATES MHC
SILVER EAGLE MHC,SACRAMENTO,34-0087-MP,156.0,(916) 647-8735,"3500 MOBILE WAY, SACRAMENTO, CA 95834",NATOMAS ESTATES MHC LP
GALT MOBILE ESTATES,SACRAMENTO,34-0088-MP,100.0,(209) 745-3010,"820 N LINCOLN WAY, GALT, CA 95632",RANCHO GRANDE INVESTORS
MARK J MHP,SACRAMENTO,34-0089-MP,68.0,(916) 332-4642,"4724 MADISON AVE, SACRAMENTO, CA 95841",MARK J MH PARK AND RV LLC
LAKEPARK ESTATES,SACRAMENTO,34-0093-MP,196.0,(916) 988-2721,"7525 FOLSOM AUBURN RD, FOLSOM, CA 95630",MATTINGLY INVESTMENTS
EL DORADO MHP,SACRAMENTO,34-0095-MP,128.0,(916) 429-8239,"6435 ORANGE AVE, SACRAMENTO, CA 95823",ELDORADO MHP ASSETPARTNERS
"LIGHTHOUSE MARINA, RESTAURANT & RESORT",SACRAMENTO,34-0096-MP,24.0,(916) 777-5511,"151 BRANNAN ISLAND RD, ISLETON, CA 95641",151 BRANNAN ISLAND ROAD
NORTH SACRAMENTO MHP,SACRAMENTO,34-0097-MP,143.0,(916) 922-4429,"902 DEL PASO BLVD, SACRAMENTO, CA 95815",NORTH SACRAMENTO MOBILEHOME PARK
KORTHS PIRATES LAIR MARINA,SACRAMENTO,34-0098-MP,27.0,(916) 777-6464,"169 W BRANNAN ISLAND RD, ISLETON, CA 95641",EL KAY MARINA
SIERRA CT,SACRAMENTO,34-0099-MP,10.0,(916) 289-7355,"5700 AUBURN BLVD, SACRAMENTO, CA 95841",SIBELL
VICKERS CT PARK,SACRAMENTO,34-0102-MP,0.0,(916) 489-6955,"3030 AUBURN BLVD, SACRAMENTO, CA 95821",DEOL
MOBIL COUNTRY CLUB,SACRAMENTO,34-0105-MP,479.0,(916) 635-6166,"2473 SUNRISE BLVD, RANCHO CORDOVA, CA 95670",COUNTRY CLUB INVESTORS
SACRAMENTO VALLEY MOBILE HOME PARK,SACRAMENTO,34-0106-MP,32.0,(408) 778-4456,"10090 OLD PLACERVILLE RD, SACRAMENTO, CA 95827",HAT CREEK CATTLE CO
BAMBOO TREE MOBILE HOME PARK,SACRAMENTO,34-0107-MP,63.0,(916) 383-5303,"8545 FOLSOM BLVD, SACRAMENTO, CA 95826",BAMBOO TREE MOBILE HOME AND RV PARK LLC
CEDARWOOD MH COMMUNITY,SACRAMENTO,34-0108-MP,192.0,(916) 682-2125,"8665 GERBER RD, SACRAMENTO, CA 95828",CEDARWOOD MOBILEHOME PARK I
HOLIDAY MOBILE VILLAGE,SACRAMENTO,34-0116-MP,113.0,(415) 722-0050,"7628 STOCKTON BLVD, SACRAMENTO, CA 95823",HOLIDAY MHP
JM HITE HAPPY HARBOR RESORT,SACRAMENTO,34-0119-MP,0.0,(916) 716-8917,"731 W BRANNAN ISLAND RD, ISLETON, CA 95641",HITE
SACRAMENTO CITY MOBILE HOME COMMUNITY LP,SACRAMENTO,34-0120-MP,222.0,(916) 383-0197,"6025 DIAS AVE, SACRAMENTO, CA 95824",WILKS
TWILIGHT MHP,SACRAMENTO,34-0121-MP,60.0,(916) 351-0251,"12423 FOLSOM BLVD, RANCHO CORDOVA, CA 95670",TWILIGHT
THE OAKS MHP,SACRAMENTO,34-0122-MP,155.0,(916) 685-2786,"9761 E STOCKTON BLVD, ELK GROVE, CA 95624",CHURCHILL GROUP
SPINDRIFT MARINA,SACRAMENTO,34-0123-MP,46.0,(916) 777-6041,"841 W BRANNAN ISLAND RD, ISLETON, CA 95641",SPINDRIFT MOBILEHOME PARK
COUNTRY SQUIRE ESTATES,SACRAMENTO,34-0124-MP,172.0,(916) 332-5445,"5720 OAK HILL DR, SACRAMENTO, CA 95841",COUNTRY SQUIRE INVESTORS
COSY VILLA MHP,SACRAMENTO,34-0125-MP,20.0,(916) 451-0444,"5791 FRANKLIN BLVD, SACRAMENTO, CA 95824",COSY VILLA MHP
DELTA CROSSING MH PARK,SACRAMENTO,34-0126-MP,20.0,(925) 639-4814,"10701 RIVER RD, HOOD, CA 95639",VIRVITCH
RANCHO MARINA MOBILE HOME & RV PARK,SACRAMENTO,34-0127-MP,32.0,(916) 647-8735,"395 BRANNAN ISLE RD, ISLETON, CA 95641",RANCHO MARINA MOBILE HOME & RV PARK LLC
VIEIRAS RESORT INC,SACRAMENTO,34-0128-MP,65.0,(916) 777-6661,"15476 HWY 160, ISLETON, CA 95641",VIEIRAS RESORT INC
"STONEGATE CITRUS HEIGHTS, LLC",SACRAMENTO,34-0129-MP,264.0,(916) 728-5511,"7368 WHYTE AVE, CITRUS HEIGHTS, CA 95621",HEATH
OLYMPIA MOBILODGE PARK,SACRAMENTO,34-0130-MP,200.0,(916) 423-1093,"7461 GERBER RD, SACRAMENTO, CA 95828",ENDOWMENT BOARD METHODIST CHURCH
BROOKSIDE MH VILLAGE,SACRAMENTO,34-0132-MP,80.0,(650) 949-5992,"5541 MADISON AVE, SACRAMENTO, CA 95841",GOUNOD
THE PROPERTY MHP,SACRAMENTO,34-0133-MP,15.0,(916) 776-1383,"14710 ANDRUS ISLAND DR, WALNUT GROVE, CA 95690",ENOS
FAIRWAY ESTATES,SACRAMENTO,34-0134-MP,201.0,(916) 344-8688,"5011 HILLSDALE BLVD, N HIGHLANDS, CA 95660",FAIRWAY ESTATES MHC LP
ANTELOPE MHC,SACRAMENTO,34-0135-MP,154.0,(916) 344-4414,"3700 ANTELOPE RD, ANTELOPE, CA 95843",ANTELOPE MANUFACTURED HOME COMMUNITY LP
CORDOVAN MH ESTATES,SACRAMENTO,34-0136-MP,177.0,(916) 362-1158,"10035 MILLS STATION RD, SACRAMENTO, CA 95827",HEATH
OAK GROVE ESTATES I LLC,SACRAMENTO,34-0139-MP,143.0,(916) 725-1900,"7700 LAUPPE LN, CITRUS HEIGHTS, CA 95621",OAK GROVE ESTATES I LLC
LINDALE GREENS MHP,SACRAMENTO,34-0141-MP,136.0,(916) 423-1095,"7611 ELSIE AVE, SACRAMENTO, CA 95828",LINDALE GREENS ASSET PARTNERS LP
SOUTHGATE MOBILE ESTATES,SACRAMENTO,34-0142-MP,434.0,(916) 422-9076,"3201 FLORIN RD, SACRAMENTO, CA 95823",M H SOUTHGATE INVESTORS
ALMONDWOOD COMMUNITY,SACRAMENTO,34-0143-MP,61.0,(916) 564-1273,"250 MAIN AVE, SACRAMENTO, CA 95838",MARINA VISTA INVESTORS
EL DORADO WEST MHP,SACRAMENTO,34-0144-MP,86.0,(916) 422-2345,"6301 ORANGE AVE, SACRAMENTO, CA 95823",ELDORADO MHP ASSET PARTNERS
LAGUNA DEL SOL,SACRAMENTO,34-0146-MP,42.0,(916) 687-6550,"8683 RAWHIDE LN, WILTON, CA 95693",SCHELL
LAMPLIGHTER MHP,SACRAMENTO,34-0147-MP,173.0,(916) 331-7522,"5040 JACKSON ST, N HIGHLANDS, CA 95660",LAMPLIGHTER MHP ASSOCIATES
HILLSDALE MHP,SACRAMENTO,34-0149-MP,211.0,(916) 348-7364,"6300 ROSEVILLE RD, SACRAMENTO, CA 95842",LA CUMBRE MANAGEMENT COMPANY
FOLSOM MOBILE MANOR ESTATES,SACRAMENTO,34-0150-MP,63.0,(916) 988-5356,"9935 INWOOD RD, FOLSOM, CA 95630",HELD
SUNRISE VISTA MHP,SACRAMENTO,34-0151-MP,79.0,(916) 725-4333,"6525 SUNRISE BLVD, CITRUS HEIGHTS, CA 95610",FRIEDMAN
BRIARWOOD MOBILE HOME PARK,SACRAMENTO,34-0152-MP,105.0,(916) 362-5722,"2950 ROUTIER RD, SACRAMENTO, CA 95827",BRIARWOOD ASSOCIATES LP
GOLF GREENS ESTATES,SACRAMENTO,34-0153-MP,185.0,(916) 383-1453,"8665 FLORIN RD, SACRAMENTO, CA 95828",8665 FLORIN ROAD HOMEOWNERS ASSOCIATION
STADIUM CLUB ESTATES,SACRAMENTO,34-0154-MP,174.0,(916) 419-8795,"4200 EL CENTRO RD, SACRAMENTO, CA 95834",6 STAR PROPERTIES
BIG OAK MHP,SACRAMENTO,34-0156-MP,206.0,(916) 725-0670,"8300 OLD AUBURN BLVD, CITRUS HEIGHTS, CA 95610",BIG OAK INVESTMENTS
BRADSHAW MHP,SACRAMENTO,34-0157-MP,140.0,(916) 363-5403,"3501 BRADSHAW RD, SACRAMENTO, CA 95827",BRADSHAW MOBILEHOME PARK
CAMELLIA VILLAGE MH ESTATES,SACRAMENTO,34-0158-MP,244.0,(916) 423-1110,"8231 GERBER RD, SACRAMENTO, CA 95828",ENDOWMENT BOARD METHODIST CHURCH
VILLAGE GREEN MOBILE MANOR,SACRAMENTO,34-0159-MP,234.0,(916) 929-4000,"1896 BELL AVE, SACRAMENTO, CA 95838",ROYCE VILLAGE GREEN LLC
CREEKSIDE ESTATES,SACRAMENTO,34-0160-MP,192.0,(916) 726-2242,"6000 GREENBACK LN, CITRUS HEIGHTS, CA 95610",HOMETOWN AMERICA MANAGEMENT LP
CAPITAL ESTATES,SACRAMENTO,34-0163-MP,256.0,(916) 383-7543,"6701 63RD ST, SACRAMENTO, CA 95828",CAPITAL MOBILE ESTATES LLC
THREE PALMS MOBILE ESTATES,SACRAMENTO,34-0164-MP,129.0,(209) 745-3426,"604 PRINGLE AVE, GALT, CA 95632",BELDT
PINEBROOK MOBILE VILLAGE,SACRAMENTO,34-0165-MP,336.0,(916) 988-6636,"7900 FOLSOM AUBURN RD, FOLSOM, CA 95630",NEVA CIMAROLI
STILLMAN MHP,SACRAMENTO,34-0167-MP,22.0,(916) 392-2820,"3880 STILLMAN PARK CIR, SACRAMENTO, CA 95824",TKMAD
MEADOWBROOK MHP,SACRAMENTO,34-0168-MP,269.0,(916) 334-0737,"5700 ANTELOPE RD, SACRAMENTO, CA 95842",MEADBROOK INVESTORS
HERITAGE OAK GLEN MHP,SACRAMENTO,34-0169-MP,121.0,(916) 988-6668,"6900 ALMOND AVE, ORANGEVALE, CA 95662",HERITAGE OAK MHP
LAKEVIEW VILLAGE MHP,SACRAMENTO,34-0170-MP,531.0,(916) 726-8291,"6211 SUMMERSET LN, CITRUS HEIGHTS, CA 95621",LAKEVIEW VILLAGE MHP
TUNNEL TRAILER PARK,SACRAMENTO,34-0171-MP,5.0,(916) 776-1893,"14370 HWY 160, WALNUT GROVE, CA 95690",FISHER
LAKESIDE VILLAGE MOBILE HOME PARK,SACRAMENTO,34-0172-MP,181.0,(916) 988-6614,"7700 LAKESIDE WAY, FOLSOM, CA 95630",LAKESIDE VILLAGE MOBILEHOME PARK
CENTENNIAL ESTATES,SACRAMENTO,34-0173-MP,183.0,(916) 362-0684,"9885 MILLS STATION RD, SACRAMENTO, CA 95827",CENTENNIAL ESTATES
SIERRA MEADOWS MOBILE ESTATES,SACRAMENTO,34-0174-MP,240.0,(916) 726-1500,"7600 DALY AVE, CITRUS HEIGHTS, CA 95621",SIERRA MEADOWS
COLONIAL ESTATES,SACRAMENTO,34-0176-MP,144.0,(916) 362-1287,"10026 HORN RD, SACRAMENTO, CA 95827",HOMETOWN AMERICA MANAGEMENT LP
GARDENLAND TRAILER CT,SACRAMENTO,34-0177-MP,1.0,(916) 318-2571,"420 CLEVELAND AVE, SACRAMENTO, CA 95833",420 CLEVELAND LLC
GOLDEN PALMS ESTATES LP,SACRAMENTO,34-0179-MP,262.0,(916) 383-5424,"8181 FOLSOM BLVD, SACRAMENTO, CA 95826",GOLDEN PALMS
SAN ANDREAS LANDING RV PARK,SACRAMENTO,34-0181-MP,2.0,(916) 765-7824,"677 BRANNAN ISLAND RD, ISLETON, CA 95641",ROBERTS
CASA DE FLORES MHP,SACRAMENTO,34-0183-MP,171.0,(916) 682-2106,"7465 FRENCH RD, SACRAMENTO, CA 95828",WALTERS
BROOKE MEADOW COMMUNITY,SACRAMENTO,34-0184-MP,235.0,(916) 428-6889,"3950 MACK RD, SACRAMENTO, CA 95823",BAUM
RIVERS EDGE MARINA & RESORT,SACRAMENTO,34-0185-MP,1.0,(916) 777-6172,"1100 W BRANNAN ISLAND RD, ISLETON, CA 95641",TA & JC PROPERTIES
DELTA SHORES RESORT & MARINA,SACRAMENTO,34-0186-MP,3.0,(916) 777-5577,"601 BRANNAN ISLAND RD, ISLETON, CA 95641",PALMERO
EDDO-S HARBOR AND R.V. PARK INC.,SOLANO,34-0188-MP,2.0,(510) 757-5314,"19530 SHERMAN ISLAND E LEVEE RD, RIO VISTA, CA 94571",GULICK
DUCK ISLAND RV PARK,SOLANO,34-0189-MP,0.0,(916) 777-6663,"16814 HWY 160, RIO VISTA, CA 94571",WEBER
COTTONWOOD ESTATES,SACRAMENTO,34-0190-MP,148.0,(916) 423-1347,"7855 COTTONWOOD LN, SACRAMENTO, CA 95828",PARISH-STAEDLER LLC
HERITAGE SENIOR MHP,SACRAMENTO,34-0191-MP,62.0,(209) 745-9363,"700 2ND ST, GALT, CA 95632",HERITAGE SENIOR MHP
CANNERY LANDING RV CAMPGROUND,SACRAMENTO,34-0192-MP,0.0,(916) 777-6653,"14450 HWY 160, WALNUT GROVE, CA 95690",WARNER
PARK DELTA BAY LLC,SACRAMENTO,34-0193-MP,1.0,(916) 777-5588,"922 W BRANNAN ISLAND RD, ISLETON, CA 95641",CHIU
MURIETA VILLAGE ASSOCIATION,SACRAMENTO,34-0196-MP,189.0,(916) 354-2925,"14751 PONCHO CONDE CIR, RANCHO MURIETA, CA 95683",MURIETA VILLAGE ASSOCIATION
RIO VIENTO RV PARK,SOLANO,34-10921-MP,0.0,(925) 706-7887,"4460 W. SHERMAN ISLAND LEVEE ROAD, RIO VISTA, CA 94571",DEMATTEI
8456 BRADSHAW ROAD (S.O.P. W/OUT P.T.O.),SACRAMENTO,34-13586-MP,,,"8456 BRADSHAW ROAD, ELK GROVE, CA 95624",
CARMICHAEL ELKS B.P.O.E. #2103,SACRAMENTO,34-13587-MP,0.0,(916) 489-2103,"5631 CYPRESS AVENUE, CARMICHAEL, CA 95608",CARMICHAEL ELKS BPOE 2103
HOLLISTER MOBILE,SAN BENITO,35-0001-MP,16.0,(831) 636-5524,"41 RUSTIC ST, HOLLISTER, CA 95023",SAN BENITO COMMUNITY SERVICES DEVELOPMENT CORP
MC ALPINE LAKE & PARK,SAN BENITO,35-0002-MP,1.0,(408) 623-4263,"900 ANZAR RD, SAN JUAN BAUTISTA, CA 95045",MCALPINE
SAN BENITO,SAN BENITO,35-0004-MP,2.0,(831) 389-4290,"16225 CIENEGA RD, PAICINES, CA 95043",MHC TT
SAN JUAN MOBILE ESTATE,SAN BENITO,35-0005-MP,9.0,(831) 247-3000,"1001 THIRD ST, SAN JUAN BAUTISTA, CA 95045",THIEBAUT
FAIRVIEW MOBILE ESTATES,SAN BENITO,35-0006-MP,82.0,(831) 637-7953,"2900 FAIRVIEW RD, HOLLISTER, CA 95023",BLACK
MCCLOSKEY ROAD LLC,SAN BENITO,35-0007-MP,12.0,(408) 636-6908,"431 MCCLOSKEY RD, HOLLISTER, CA 95023",MCCLOSKEY ROAD LLC
MISSION VINEYARD MHP,SAN BENITO,35-0008-MP,7.0,(831) 623-0694,"1020 MISSION VINEYARD RD, SAN JUAN BAUTISTA, CA 95045",DIAS ENTERPRISES
RIVER OAKS RV PARK,SAN BENITO,35-0010-MP,2.0,(831) 726-3114,"2299 CHITTENDEN RD, SAN JUAN BAUTISTA, CA 95045",GUERLAND
MISSION OAKS MOBILE HOME PARK,SAN BENITO,35-0016-MP,235.0,(831) 637-6311,"1401 SAN JUAN RD, HOLLISTER, CA 95023",MISSION OAKS MHP LLC
MISSION FARM RV PARK INC,SAN BENITO,35-0018-MP,0.0,(831) 623-4456,"400 SAN JUAN HOLLISTER RD, SAN JUAN BAUTISTA, CA 95045",MISSION FARM RV PARK INC
MONTEREY RV PARK,MONTEREY,35-0021-MP,1.0,(831) 726-9118,"1400 HWY 101, AROMAS, CA 95004",MONTEREY RV PARK LP
BETABEL RV PARK LLC,SAN BENITO,35-0022-MP,0.0,(408) 623-2202,"9664 BETABEL RD, SAN JUAN BAUTISTA, CA 95045",BETABEL RV PARK LLC
ADELANTO HIGH DESERT HOMES,SAN BERNARDINO,36-0004-MP,41.0,(760) 246-5070,"17971 JONATHAN ST, ADELANTO, CA 92301",ADELANTO HIGH DESERT HOMES LLC
AETNA TP,SAN BERNARDINO,36-0005-MP,41.0,(704) 480-6828,"8362 REDWOOD AVE, FONTANA, CA 92335",8362 REDWOOD AVE LLC
ARROWHEAD MOTEL\TP,SAN BERNARDINO,36-0010-MP,0.0,(909) 796-2897,"24955 REDLANDS BLVD, LOMA LINDA, CA 92354",STEWART
DESERT OASIS MHP,SAN BERNARDINO,36-0013-MP,34.0,(760) 367-7821,"72258 JOSHUA DR, TWENTYNINE PALMS, CA 92277",AUTEN
BIG BEND RESORT,SAN BERNARDINO,36-0017-MP,94.0,(619) 742-3251,"501 PARKER DAM RD, PARKER DAM, CA 92267",BIG BEND RESORT LLC
BLOOMINGTON MOBILE HOME PARK,SAN BERNARDINO,36-0020-MP,48.0,(619) 742-3251,"18219 VALLEY BLVD, BLOOMINGTON, CA 92316",CAMPGROUNDS OF AMERICA LLC
RANCHO LAFON,SAN BERNARDINO,36-0022-MP,28.0,(714) 337-8463,"17640 FOOTHILL BLVD, FONTANA, CA 92335",TEDESCO
MERIDIAN TERRACE MHP,SAN BERNARDINO,36-0023-MP,274.0,(909) 888-0218,"243 N MERIDIAN AVE., SAN BERNARDINO, CA 92410",243 NORTH MERIDIAN LLC
BROOKSIDE MOBILE HOME PARK,SAN BERNARDINO,36-0025-MP,11.0,(909) 794-0792,"2820 MILL CREEK RD, MENTONE, CA 92359",BLANCHETTE
BROWNS TP,SAN BERNARDINO,36-0026-MP,17.0,(909) 553-8415,"199 W MILL ST, SAN BERNARDINO, CA 92408",SAN BERDOO HOLDING CO LLC
CLARKS MHP,SAN BERNARDINO,36-0028-MP,81.0,(714) 337-8463,"57134 HWY 127, BAKER, CA 92309",CLARK
LAKESIDE VILLAGE,SAN BERNARDINO,36-0029-MP,40.0,(714) 337-8463,"41150 LAHONTAN ST, BIG BEAR LAKE, CA 92315",CORDOVA LAKE PROPERTIES
CRESTVIEW MOBILE HOME PARK,SAN BERNARDINO,36-0031-MP,38.0,(951) 852-6330,"955 INLAND CENTER DR, SAN BERNARDINO, CA 92408",PAMA MANAGEMENT INC
"CALIZONA RV PARK, LLC",SAN BERNARDINO,36-0034-MP,9.0,(760) 326-5679,"1902 FIVE MILE RD, NEEDLES, CA 92363",AGUILAR
VOGUE MOBILE VILLAGE,SAN BERNARDINO,36-0037-MP,63.0,(909) 885-6874,"907 E RIALTO AVE, SAN BERNARDINO, CA 92408",BAT MHP2 LLC
HIDDEN MESA ESTATES,SAN BERNARDINO,36-0039-MP,52.0,(626) 387-9686,"971 W MAIN STREET, BARSTOW, CA 92311",HIDDEN MESA ESTATES LLC
CEDAR MHP,SAN BERNARDINO,36-0042-MP,36.0,(909) 877-3692,"9847 CEDAR AVE, BLOOMINGTON, CA 92316",CEDAR MOBILEHOME PARK LLC
SKYLINE MHP,SAN BERNARDINO,36-0046-MP,22.0,(909) 877-3692,"30384 E HWY 58, BARSTOW, CA 92311",CLARK
COMET TP,SAN BERNARDINO,36-0054-MP,23.0,(909) 985-3553,"1405 E HOLT BLVD, ONTARIO, CA 91761",PALA ENTERPRISES
DESERT VIEW MP,SAN BERNARDINO,36-0055-MP,26.0,(909) 984-9128,"24811 COMMUNITY BLVD, HINKLEY, CA 92347",SU
CONEJO TRAILER PARK,SAN BERNARDINO,36-0056-MP,10.0,(909) 469-6999,"7241 CONEJO DR, SAN BERNARDINO, CA 92404",JUNG LIN
DESERT BREEZE TP,SAN BERNARDINO,36-0061-MP,35.0,(760) 245-5267,"16650 UNION ST, VICTORVILLE, CA 92392",PALMER
