Park Name,County,Park Identifier,Park Address,MH Spaces,Operated by
MT. HELIX VIEW ESTATES,SAN DIEGO,37-0031-MP,"1105 W CHASE AVE., EL CAJON, CA 92020, (619) 588-7977",47,"MT. HELIX VIEW ESTATES, C/O PROFESSIONAL BUSINESS SERVICES 11950 HWY 67, LAKESIDE, CA 92040"
SANDS MOBILEHOME PARK,SAN DIEGO,37-0034-MP,"1624 NORTH COAST HIGHWAY 101, ENCINITAS, CA 92024, (619) 972-0727",56,"SANDS 101 LLC, PO BOX 3030, LA JOLLA, CA 92038"
EL CAJON MOBILE HOME PARK,SAN DIEGO,37-0039-MP,"187 BALLARD ST, EL CAJON, CA 92021, (619) 444-4066",128,"PCP-CHIEFTAIN LP, PO BOX 11427, SANTA ANA, CA 92711"
COLONY MOBILE PLAZA,SAN DIEGO,37-0040-MP,"7440 COLONY DR, LA MESA, CA 91941, (619) 466-4322",49,"KLEEGE, ROBERT, C/O KLEEGE ENTERPRISES 12625 HIGH BLUFF DR #310, SAN DIEGO, CA 92130"
CROWN TP,SAN DIEGO,37-0046-MP,"220 SHADY LN, EL CAJON, CA 92021, (619) 439-2260",43,"HENRY, CLAYTON, 16742 WIKIUP ROAD, RAMONA, CA 92065"
TRAILER COURT,SAN DIEGO,37-0051-MP,"7624-26 EL CAJON BLVD, LA MESA, CA 91941, (619) 439-2260",42,"KIRONI ENTERPRISES, 12438 MONTANYA DR, VALLEY CENTER, CA 92082"
JUNIPER TRAILER CT,SAN DIEGO,37-0054-MP,"1369 E MAIN ST, EL CAJON, CA 92020, (619) 439-2260",35,"TAMPLAIN, URSULA, 1219 BUTTONBRUSH LN, EL CAJON, CA 92019"
RAMONA MHP,SAN DIEGO,37-0056-MP,"2030 BLACK CANYON RD, RAMONA, CA 92065, (619) 789-0029",29,"CEPERICH, MICHAEL, 2030 BLACK CANYON RD, RAMONA, CA 92065"
EASTERN TRAILER PARK,SAN DIEGO,37-0058-MP,"213 EL CAJON BLVD, EL CAJON, CA 92020, (619) 789-0029",33,"FINDLEY, GERTRUDE, 763 MAHOGANY DR, EL CAJON, CA 92019"
APACHE TRAILER LODGE,SAN DIEGO,37-0059-MP,"1674 PALM AVE, SAN DIEGO, CA 92154, (619) 423-7555",95,"DOROTHY MARIE MITCHELL BLACKWELL TRUST, 1674 PALM AVE, SAN DIEGO, CA 92154"
EL CAPITAN MOBILE HOME PARK,SAN DIEGO,37-0061-MP,"1425 E MADISON AVE, EL CAJON, CA 92021, (999) 423-7555",76,"PCP-EL CAPITAN LP, PO BOX 11427, SANTA ANA, CA 92711"
EL REY TRAILER VILLA,SAN DIEGO,37-0063-MP,"303 47TH STREET, SAN DIEGO, CA 92102, (619) 264-1557",249,"MOBILE HOMES ACCEPTANCE CORP., ATTN: BERT EPSTEN 1835 EL CAJON BLVD., #D, SAN DIEGO, CA 92103"
BEACON'S BEACH VILLAGE,SAN DIEGO,37-0064-MP,"170 DIANA, LEUCADIA, CA 92024, (805) 801-6928",28,"CAMPBELL, STEVEN, 2447 CASA BLANCA CT, PASO ROBLES, CA 93446"
HACIENDA FAMILY PARK,SAN DIEGO,37-0065-MP,"145 E AVIATION RD, FALLBROOK, CA 92028, (619) 723-9473",25,"HACIENDA FAMILY PARK INC, 145 E AVIATION RD., #2, FALLBROOK, CA 92028"
LLADD TP,SAN DIEGO,37-0068-MP,"7370 EL CAJON BLVD, LA MESA, CA 91941, (619) 723-9473",10,"HUNTER, LARRY, 7370 EL CAJON BLVD, LA MESA, CA 91941"
FERNBROOK PARK,SAN DIEGO,37-0070-MP,"13835 FERNBROOK DR, RAMONA, CA 92065, (619) 723-9473",21,"RAMONA OAKS MOBILEHOME PARK, C/O DESERTLAND MANAGEMENT PO BOX 1264, DESERT HOT SPRINGS, CA 92240"
WALTER CAFE\TP,SAN DIEGO,37-0071-MP,"14143 MUSSEY GRADE RD, RAMONA, CA 92065, (619) 787-1524",10,"WALTER, GINA, 14143 MUSSEY GRADE RD, RAMONA, CA 92065"
FLINN SPRINGS MHP,SAN DIEGO,37-0073-MP,"14595 HWY 80, EL CAJON, CA 92021, (619) 561-0071",49,"FLINN SPRINGS OWNERS ASSOC, 5185 COMANCHE DRIVE SUITE # D, LA MESA, CA 91941"
EL DON TRAILER CT,SAN DIEGO,37-0074-MP,"2323 E BEYER BLVD, SAN YSIDRO, CA 92173, (619) 561-0071",5,"BURGUENO, MELISSA, 2208 BAKER ST, SAN FRANCISCO, CA 94115"
HAPPY VILLA SENIOR PARK,SAN DIEGO,37-0078-MP,"998 E MAIN ST, EL CAJON, CA 92020, (619) 561-0071",86,"HAPPY VILLA LLC, C/O BRIAN JONES 11950 HWY 67, LAKESIDE, CA 92040"
IVY TP,SAN DIEGO,37-0079-MP,"309 ORLANDO STREET, EL CAJON, CA 92021, (619) 444-8828",36,
VIRGEN TRAILER COURT,SAN DIEGO,37-0080-MP,"2285 SMYTHE AVE, SAN YSIDRO, CA 92173, (619) 690-3707",3,"VIRGEN, CARMEN, 2285 SMYTHE AVE, SAN YSIDRO, CA 92173"
TRADEWINDS TRAILER CT,SAN DIEGO,37-0081-MP,"13720 HWY 80, EL CAJON, CA 92021, (619) 561-0071",23,"COBRA-28 LTD PTNSHP, 4900 SANTA ANITA AVE, #2C, EL MONTE, CA 91731"
HAPPY HOLLOW MOBILE HOME PARK,SAN DIEGO,37-0082-MP,"999 E DIVISION ST/ OFFICE, NATIONAL CITY, CA 91950, (619) 339-9177",90,"HAPPY HOLLOW MHP LP, 2141 E BROADWAY RD # 105, TEMPE, AZ 85282"
HILLTOP MOBILEHOME PARK,SAN DIEGO,37-0086-MP,"155 W JASON ST, LEUCADIA, CA 92024, (480) 556-0550",22,"HILLTOP MHP LP, 2141 EAST BROADWAY #105, TEMPE, AZ 85282"
HORSESHOE TRAILER VILLAS,SAN DIEGO,37-0089-MP,"150 S ANZA STREET, EL CAJON, CA 92020, (619) 436-5126",92,"B & L PROPERTIES, 201 OCEAN AVE., P 1803, SANTA MONICA, CA 90402"
IMPERIAL TP,SAN DIEGO,37-0093-MP,"674 PALM AVE, IMPERIAL BEACH, CA 91932, (619) 424-9862",54,"IMPERIAL TRAILER PARK LP, C/O DENNIS PENNELL 244 PALOMAR ST STE A, CHULA VISTA, CA 91911"
LA MESA GARDENS,SAN DIEGO,37-0096-MP,"5017 THORNE AVE, LA MESA, CA 91941, (619) 424-9862",38,"SCHMIDT, ARNOLD, 3175 CAUBY ST #90, SAN DIEGO, CA 92110"
HIGH LAND EAST RESORT,SAN DIEGO,37-0097-MP,"39375 HWY 80, BOULEVARD, CA 91905, (619) 424-9862",10,"MORGAN, J, 39375 OLD HWY 80, BOULEVARD, CA 91905"
JUNIPER TP,SAN DIEGO,37-0098-MP,"230 E MISSION BLVD, FALLBROOK, CA 92028, (619) 424-9862",21,"PEDISTAL CORP, PO BOX 392, FALLBROOK, CA 92028"
ROYAL PALMS TRAVEL TP,SAN DIEGO,37-0099-MP,"1120 S CLEVELAND ST, OCEANSIDE, CA 92054, (619) 424-9862",0,"KEENANJAMES, , 7837 CONVOY CT., SAN DIEGO, CA 92111"
KEYSTONE TP,SAN DIEGO,37-0100-MP,"3221 NATIONAL CITY BLVD, NATIONAL CITY, CA 91950, (999) 226-0607",93,"SOC PROPERTIES, LLC, 912 ALEEDA LANE, SANTA BARBARA, CA 93108"
LAKE WOHLFORD RESORT,SAN DIEGO,37-0101-MP,"25484 LAKE WOHLFORD RD, ESCONDIDO, CA 92027, (999) 226-0607",120,"OFLYNN, JOHN, 25484 LAKE WOHLFORD RESORT, ESCONDIDO, CA 92027"
LAKESIDE TP,SAN DIEGO,37-0104-MP,"12706 LINDO LN, LAKESIDE, CA 92040, (619) 443-0155",12,"GOOD, L, 12706 LINDO LN, LAKESIDE, CA 92040"
LAKE MURRY,SAN DIEGO,37-0105-MP,"7495 OAKLAND RD, LA MESA, CA 91941, (949) 574-8080",44,"CDF II LLC, 2130 SANTIAGO DR, NEWPORT BEACH, CA 92660"
EL MIRADOR MP,SAN DIEGO,37-0108-MP,"577 PALOMAR STREET, CHULA VISTA, CA 91911, (619) 422-5279",32,"PCP EL MIRADOR LP, PO BOX 11427, SANTA ANA, CA 92711"
SPLIT MOUNTAIN PARK,SAN DIEGO,37-0111-MP,"5525 SPLIT MOUNTAIN RD, BORREGO SPRINGS, CA 92004, (619) 422-5279",75,"GRAMCKO, FRED, 5525 SPLIT MOUNTAIN RD, BORREGO SPRINGS, CA 92004"
MELODY TP,SAN DIEGO,37-0123-MP,"1313 E MAIN ST, EL CAJON, CA 92021, (619) 422-5279",46,"MMHP, LLC., 1313 E. MAIN ST., EL CAJON, CA 92021"
MELROSE TRAILER PARK,SAN DIEGO,37-0124-MP,"713 OLIVE AVENUE, VISTA, CA 92084, (760) 573-9079",90,"MELROSE TRAILER PARK INC, 510 N MELROSE DR, VISTA, CA 92083"
LEXINGTON MOBILE ESTATES,SAN DIEGO,37-0125-MP,"1430 E LEXINGTON AVE, EL CAJON, CA 92021, (619) 422-5279",81,
SUNDANCE VILLAGE PARK,SAN DIEGO,37-0128-MP,"7930 NORTH AVE, LEMON GROVE, CA 91945, (619) 463-0902",44,"SUNDANCE MHC LLC, 1804 GARNET AVE 477, SAN DIEGO, CA 92109"
MOUNTAIN VIEW MOBILE LODGE,SAN DIEGO,37-0132-MP,"1148 3RD AVE, CHULA VISTA, CA 91911, (619) 460-0692",129,"MOUNTAIN VIEW MOBILE LODGE, C/O GARY & PHYLLIS WIMBERLY 2763 OSHKOSH, ANAHEIM, CA 92806"
VALLEY CENTER TRAILER RANCHO,SAN DIEGO,37-0134-MP,"27343 VALLEY CENTER RD, VALLEY CENTER, CA 92082, (619) 460-0692",18,"NAVES, ANTHONY, PO BOX 2275, LAKE HAVASU CITY, AZ 86405"
OAKVALE PARK,SAN DIEGO,37-0139-MP,"14900 OAKVALE RD, ESCONDIDO, CA 92025, (619) 749-2895",60,"PICK, DAVID, 14900 OAKVALE RD #268, ESCONDIDO, CA 92027"
OCEAN VIEW TP,SAN DIEGO,37-0141-MP,"1046 S CLEVELAND ST, OCEANSIDE, CA 92054, (619) 749-2895",28,"IMURA, MASAHARU, 32094 CAMINO GUARDA, TEMECULA, CA 92592"
OLIVE ACRES TP,SAN DIEGO,37-0143-MP,"503 N FIRST ST, EL CAJON, CA 92021, (619) 749-2895",75,"GEDNOV, EVDOKIA, 2936 GRANDE VISTA, SAN CLEMENTE, CA 92672"
ORANGE GROVE TP,SAN DIEGO,37-0148-MP,"1045 E VISTA WAY, VISTA, CA 92084, (619) 749-2895",24,"ORANGE GROVE VISTA LLC, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
PALM CITY MP,SAN DIEGO,37-0153-MP,"874 HOLLISTER ST, SAN DIEGO, CA 92154, (619) 429-1845",54,"REISENAUER, CHRISTIAN, 874 HOLLISTER ST SPACE # 3, SAN DIEGO, CA 92154"
PARADISE TP,SAN DIEGO,37-0156-MP,"1346 E MAIN ST, EL CAJON, CA 92021, (619) 749-2895",37,"KASIK, MILES, R E MANAGEMENT CO. 5800 VALERIE AVE., WOODLAND HILLS, CA 91367"
SEA AIRE MHP,SAN DIEGO,37-0157-MP,"523 N VULCAN AVE, ENCINITAS, CA 92024, (619) 753-1337",49,"KLEEGE, BRUCE, 12625 HIGH BLUFF DR SUITE # 310, SAN DIEGO, CA 92130"
QUIET OAKS MOBILE HOME PARK,SAN DIEGO,37-0158-MP,"26455 PARADISE VALLEY RD, WARNER SPRINGS, CA 92086, (619) 782-2771",45,"KIRCHWERIM, THALIA, 31938 TEMECULA PKWY SUITE # 352, TEMECULA, CA 92592"
PLEASANT VALLEY MHP,SAN DIEGO,37-0161-MP,"7735 MISSION GORGE RD  #59, SANTEE, CA 92071, (619) 448-1325",67,"PATENAUDE ENTERPRISES, 7735 MISSION GORGE RD #59, SANTEE, CA 92071"
RANCHO LA VISTA MOBILE LODGE,SAN DIEGO,37-0164-MP,"13490 HWY 8 BUSINESS, LAKESIDE, CA 92040, (619) 390-0505",112,"CHRISTOFER, ANDRE, 13490 HWY 8 BUSINESS, LAKESIDE, CA 92040"
SKYLARK TP,SAN DIEGO,37-0166-MP,"235 W AVIATION RD, FALLBROOK, CA 92028, (619) 390-0505",50,"CHAFFIN R E/J W/JR, 235 W AVIATION RD, FALLBROOK, CA 92028"
SHADY LANE TRAILER CT,SAN DIEGO,37-0173-MP,"1581 E. MAIN ST., EL CAJON, CA 92021, (619) 291-8780",41,"WATKINS, SHIRLEY, 707 S. PARK AVE., EL CAJON, CA 92021"
SHAMROCK TP,SAN DIEGO,37-0175-MP,"152 HWY 101 NORTH, ENCINITAS, CA 92024, (619) 291-8780",61,"WOOD, JUNE, PO BOX 232134, ENCINITAS, CA 92023"
MIRAMAR MOBILE HOME & RV PARK,SAN DIEGO,37-0176-MP,"409 PALM AVE, IMPERIAL BEACH, CA 91932, (619) 550-6581",26,"MIRAMAR IMPERIAL BEACH LLC, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
SILVER WING TRAILER,SAN DIEGO,37-0177-MP,"2970 CORONADO AVE, SAN DIEGO, CA 92154, (619) 575-1663",41,"JONES, BRYAN, 3916 RIVIERA DR #301, SAN DIEGO, CA 92109"
CASAS DEL SOL,SAN DIEGO,37-0178-MP,"2370 SMYTHE AVE, SAN YSIDRO, CA 92173, (619) 575-1663",20,"SMYTHE RESIDENTIAL LLC, 40 KLEEGE ENTERPRISES 12625 HIGH BLUFF DR # 310, SAN DIEGO, CA 92130"
TOWER TRAILER CT,SAN DIEGO,37-0194-MP,"1305 HOLLISTER ST, SAN DIEGO, CA 92154, (619) 575-1663",44,"JONES, BRYAN, 3916 RIVIERA DR #301, SAN DIEGO, CA 92109"
TRAILER RANCHO,SAN DIEGO,37-0200-MP,"1549 N VULCAN AVE, ENCINITAS, CA 92024, (619) 753-2741",82,"VALLONE, KENNETH, C/O J&H ASSET PROP MGT 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
VALLEY OF DREAMS,SAN DIEGO,37-0203-MP,"123 JASPER ST, LEUCADIA, CA 92024, (805) 801-6928",45,"CAMPBELL, STEVEN, 2447 CASA BLANCA CT, PASO ROBLES, CA 93446"
VISTA RV\MHP,SAN DIEGO,37-0206-MP,"129 PALA VISTA DR, VISTA, CA 92084, (619) 436-6658",25,"GIULIETTI, RUDY, 2424 ALTA VISTA DR, VISTA, CA 92084"
VITA SPRINGS MHP,SAN DIEGO,37-0208-MP,"HWY 94\LYONS VALLEY RD, JAMUL, CA 91935",17,"KLEEGE, ROBERT, 13838 HIGHWAY 94/CAMPO RD, JAMUL, CA 91935"
WAGON WHEEL TRAILER\MHP,SAN DIEGO,37-0209-MP,"44726 OLD HWY 80, JACUMBA, CA 91934, (619) 561-4234",20,"PEREZ, SHIRLEY, 44726 OLD HWY 80, JACUMBA, CA 91934"
WEE MH CT,SAN DIEGO,37-0212-MP,"159 DIANA, LEUCADIA, CA 92024, (213) 372-3322",8,"JOHNSON, GREGORY, 116 5TH STREET, MANHATTAN BEACH, CA 90266"
THE VISTA TERRACES,SAN DIEGO,37-0218-MP,"1205 N SANTA FE AVE, VISTA, CA 92084, (760) 724-2511",84,"ALL PROPERTY MANAGEMENT, 18038 CHIEFTAIN CT, SAN DIEGO, CA 92127"
RIVIERA MHP,SAN DIEGO,37-0220-MP,"699 VULCAN AVE, ENCINITAS, CA 92024, (949) 600-7191",147,"ENCINITAS LTD, PO BOX 2308, LAGUNA HILLS, CA 92654"
SAN DIEGO RV,SAN DIEGO,37-0222-MP,"7107 ALVARADO RD, LA MESA, CA 91941, (619) 469-4697",162,"RV COMMUNITIES LLC, 7855 HERSCHEL AVE SUITE # 201, LA JOLLA, CA 92037"
DEER SPRINGS OAK MH ESTATES,SAN DIEGO,37-0223-MP,"1299 DEER SPRINGS RD, SAN MARCOS, CA 92069, (619) 746-8432",32,"DEER SPRINGS OAKS INC, 1299 DEER SPRINGS RD, SAN MARCOS, CA 92069"
REDWOOD TP,SAN DIEGO,37-0224-MP,"1117 REDWOOD AVE, EL CAJON, CA 92021, (619) 469-4697",22,"REDWOOD MOBILE ESTATES LTD, 10755 SCRIPPS POWAY PKWY, #420, SAN DIEGO, CA 92131"
GREEN CREST MHP,SAN DIEGO,37-0226-MP,"541 W 15TH AVE, ESCONDIDO, CA 92025, (619) 469-4697",129,"THOMSEN, BART, 301 E 17TH ST SUITE # 208, COSTA MESA, CA 92627"
SUNSET VIEW MHP,SAN DIEGO,37-0230-MP,"2181 AVENIDA DEL MEXICO, SAN DIEGO, CA 92154, (213) 700-8007",42,"AMARILLAS, VICTOR, 2181 AVENIDA DEL MEXICO # A, SAN DIEGO, CA 92154"
AL BAHR SHRINE CAMP,SAN DIEGO,37-0231-MP,"3 MI N OF POST OFFICE, MOUNT LAGUNA, CA 91948, (619) 469-4697",100,"AL BAHR TEMPLE, 5440 KEARNY MESA RD, SAN DIEGO, CA 92111"
HEAVENLY OAKS RESIDENTIAL,SAN DIEGO,37-0233-MP,"26835 HWY 80, GUATAY, CA 91931, (619) 943-1290",82,"HEAVENLY OAKS RESIDENTIAL COMMUNITY LLC, 26835 HWY 80, 1/2 MI WEST, GUATAY, CA 91931"
OSBORNE PARK,SAN DIEGO,37-0234-MP,"2438 E VISTA WAY, VISTA, CA 92084, (999) 785-0988",28,"OSBORNE PARK INC, 2438-10 E VISTA WY, VISTA, CA 92084"
SAFARI MOBILE LODGE,SAN DIEGO,37-0235-MP,"1174 E MAIN ST, EL CAJON, CA 92021, (999) 785-0988",184,"SAFARI ASSOCIATES, 1174 E. MAIN ST OFFICE, EL CAJON, CA 92021"
ANCHOR DOWN MOBILE ESTATES,SAN DIEGO,37-0236-MP,"240- 60 E BRADLEY AVE, EL CAJON, CA 92021, (999) 785-0988",68,"ANCHOR DOWNS OWNERS ASSOCIATION INC., 100 S OLA VISTA #E, SAN CLEMENTE, CA 92672"
ELM GARDENS MOBILE LODGE,SAN DIEGO,37-0238-MP,"12374 MAPLEVIEW ST, LAKESIDE, CA 92040, (619) 443-1447",59,"WILLIS, C, 12374 MAPLEVIEW STREET, LAKESIDE, CA 92040"
CAREFREE MH RANCH,SAN DIEGO,37-0239-MP,"211 N CITRUS AVE, ESCONDIDO, CA 92027, (619) 443-1447",184,"BART THOMSEN PROPERTIES, 301 E 17TH ST SUITE # 208, COSTA MESA, CA 92627"
POMERADO OAKS MOBILE ESTATES,SAN DIEGO,37-0240-MP,"12306 POMERADO RD, POWAY, CA 92064, (619) 977-2545",30,"BOEHMER, STEVE, 5142 ESPINOZA RD, EL CAJON, CA 92021"
LAKE BERNARDO MOBILE ESTATES,SAN DIEGO,37-0242-MP,"1202 BORDEN RD, ESCONDIDO, CA 92026, (619) 748-3189",167,"HOHNSTEIN, PHIL, 23704-5 EL TORO RD #324 ATTN: ESTHER WILSON, LAKE FOREST, CA 92630"
SINGING HILLS MOBILE ESTATES,SAN DIEGO,37-0243-MP,"1810 HILLSDALE RD, EL CAJON, CA 92019, (619) 442-8207",104,"NOBLE, JOHN, 1810 HILLSDALE RD, EL CAJON, CA 92019"
CAPRI LODGE,SAN DIEGO,37-0244-MP,"1381 PALM AVE, SAN DIEGO, CA 92154, (619) 423-3141",71,"CABANA, DELORES, 3710 WARNER ST, SAN DIEGO, CA 92106"
"WESTWINDS MHP, LLC",SAN DIEGO,37-0246-MP,"1415 S. PINE ST., ESCONDIDO, CA 92025, (760) 740-0743",65,"THOMSEN, BART, 301 E 17TH ST SUITE # 208, COSTA MESA, CA 92627"
EL DORADO MHP,SAN DIEGO,37-0247-MP,"9041 EL DORADO PKWY, EL CAJON, CA 92021, (619) 561-4501",51,"CHRISTOFER, ANDRE, 9041 EL DORADO PKWY, EL CAJON, CA 92021"
BAYSIDE PALMS MH VILLAGE,SAN DIEGO,37-0248-MP,"1600 PALM AVENUE, SUITE A, SAN DIEGO, CA 92154, (619) 423-3121",106,"LOUSTALET COMPANY, LLC, 1600 PALM AVENUE SUITE # A, SAN DIEGO, CA 92154"
ESTRELLA DE ORO MHP,SAN DIEGO,37-0249-MP,"220 CAMINO CORTO, VISTA, CA 92084, (760) 724-6127",102,"CARITAS AFFORDABLE HOUSING INC, 3 PARK PLAZA # 1700, IRVINE, CA 92614"
MOBILE HOME PARK,SAN DIEGO,37-0251-MP,"2027 SECOND AVE, JULIAN, CA 92036, (760) 765-0035",9,"LEE, ADRIAN, 971 SKYLARK DR, LA JOLLA, CA 92037"
GLENVIEW MOBILE HOME PARK,SAN DIEGO,37-0254-MP,"13445 E HWY 8, BUSINESS, EL CAJON, CA 92021, (619) 765-0035",51,"HOFMAN, LEWIS, 13445 HWY 8, BUSINESS, EL CAJON, CA 92021"
FARM HOUSE TP,SAN DIEGO,37-0255-MP,"523 ANITA ST, CHULA VISTA, CA 91911, (619) 765-0035",27,"LUECHT, STEVEN, 523 ANITA ST, CHULA VISTA, CA 91911"
VALLEY VIEW ESTATES,SAN DIEGO,37-0258-MP,"7908 RANCHO FANITA DR, SANTEE, CA 92071, (619) 448-1231",84,"MCMANUS VALLEY VIEW ESTATES LLC, 2840 FLETCHER PARKWAY #345, EL CAJON, CA 92020"
SANTEE MOBILE ESTATES,SAN DIEGO,37-0259-MP,"9459 MISSION GORGE RD, SANTEE, CA 92071, (310) 798-1102",135,"FRAME, LESTER, 1635 AVIATION BLVD, REDONDO BEACH, CA 90278"
TOWN COUNTRY MOBILE LODGE,SAN DIEGO,37-0262-MP,"10250 PROSPECT, SANTEE, CA 92071, (619) 448-1231",59,"KLEEGE, R, 12625 HIGH BLUFF DRIVE, #310, SAN DIEGO, CA 92130"
BERNARDO SHORES RV PK,SAN DIEGO,37-0263-MP,"500 HWY 75, IMPERIAL BEACH, CA 91932, (619) 429-9000",1,"THE BERNARD JOSEPH SMITH TRUST, 500 HIGHWAY 75, IMPERIAL BEACH, CA 91932"
SAHARA MOBILE LODGE,SAN DIEGO,37-0264-MP,"1345 E MADISON AVE, EL CAJON, CA 92021, (619) 442-3950",71,"RUNDLETT, JULIA, 719 EL DORADO DR, ESCONDIDO, CA 92025"
VALLEY OAK TRAILER RANCH,SAN DIEGO,37-0265-MP,"3909 RECHE RD, FALLBROOK, CA 92028, (760) 728-2218",213,"GROSSMAN, HENRY, 3909 RECHE RD., FALLBROOK, CA 92028"
BONITA VISTA MHP,SAN DIEGO,37-0266-MP,"2621 SWEETWATER RD, NATIONAL CITY, CA 91950, (619) 475-7404",95,"REXMERE LAKE VILLAGE LLC, 11950 HIGHWAY 67, LAKESIDE, CA 92040"
AVALON PARK,SAN DIEGO,37-0270-MP,"1200 GRAND AVE, SPRING VALLEY, CA 91977, (858) 560-5920",109,"FICK, GERALD, P.O DRAWER 210700, CHULA VISTA, CA 91921"
WESTWARD HO,SAN DIEGO,37-0271-MP,"12044 ROYAL RD, EL CAJON, CA 92021, (619) 583-3440",130,"WINDIE, MICHAEL, 2215 NIELSEN ST, EL CAJON, CA 92020"
VILLA CAJON,SAN DIEGO,37-0273-MP,"255 E BRADLEY AVE, EL CAJON, CA 92021, (619) 447-0706",126,"VILLA CAJON ASSCS LLC, 4888 NIAGARA AVE, SAN DIEGO, CA 92107"
MISSION GORGE VILLA,SAN DIEGO,37-0274-MP,"8545 MISSION GORGE RD, SANTEE, CA 92071, (619) 448-0575",148,"HOMETOWN AMERICA MANAGEMENT LP, 150 N. WACKER DRIVE SUITE 2800, CHICAGO, IL 60606"
EL DORADO MHP,SAN DIEGO,37-0280-MP,"1515 CAPALINA RD, SAN MARCOS, CA 92069, (619) 744-5730",93,"ALAMEDA, LARRY, 1515 CAPALINA RD., SAN MARCOS, CA 92069"
SPRING VALLEY MOBILE LODGE,SAN DIEGO,37-0283-MP,"3173 BANCROFT DR, SPRING VALLEY, CA 91977, (619) 744-5730",87,"SPRING VALLEY MOBILE LLC, 3173 BANCROFT DR, SPRING VALLEY, CA 91977"
TOWNE CENTER MHP,SAN DIEGO,37-0284-MP,"202 AMMUNITION RD, FALLBROOK, CA 92028, (619) 744-5730",48,"TOWNE CENTER MH ASSOCIATION, 202 AMMUNITION RD., FALLBROOK, CA 92028"
LAKEVIEW MANOR MH LODGE,SAN DIEGO,37-0285-MP,"9902 JAMACHA BLVD, SPRING VALLEY, CA 91977, (619) 463-0575",180,"WALBERGH, MARY LOU, 9902 JAMACHA BL, SPRING VALLEY, CA 91977"
REY RIVER RANCH,SAN DIEGO,37-0287-MP,"HWY 76, 4 M W OF LK HENSHAW, SANTA YSABEL, CA 92070, (619) 782-3803",38,
OAKZANITA SPRINGS PARK,SAN DIEGO,37-0289-MP,"11053 HWY 79, DESCANSO, CA 91916, (619) 445-2515",0,"THOUSAND TRAILS INC, PO BOX 2529, FRISCO, TX 75034"
SUNSHINE ACRES MH ESTATES,SAN DIEGO,37-0291-MP,"1638 CALAVO ROAD, FALLBROOK, CA 92028, (619) 782-3803",78,"STATESCU, PENNY, PO BOX 686, SAN LUIS REY, CA 92068"
RIDGE CREST GOLDEN TERRACE PARK,SAN DIEGO,37-0292-MP,"13595 HWY 80, LAKESIDE, CA 92040, (619) 782-3803",91,"PACIFIC RIDGECREST LLC, 13595 HWY 8 BUSINESS SPACE # 46, LAKESIDE, CA 92040"
TWIN LAKES RESORT,SAN DIEGO,37-0293-MP,"25275 POTRERO VALLEY, POTRERO, CA 91963, (619) 478-5505",52,"NGUYEN, LOC, 4120 30TH ST #202, SAN DIEGO, CA 92104"
EZ LIVING MHP,SAN DIEGO,37-0294-MP,"1247 W SAN MARCOS BLVD, SAN MARCOS, CA 92069, (619) 591-3057",76,"BAIHAGHY, TONY, PO BOX 131446, CARLSBAD, CA 92018"
OAK GLEN VILLAGE,SAN DIEGO,37-0295-MP,"15105 OLDE HWY 80, EL CAJON, CA 92021, (619) 443-3632",15,"SANGALANG, NORM, 15105 OLDE HIGHWAY 80, #2, EL CAJON, CA 92021"
VISTA MANOR MH PARK,SAN DIEGO,37-0296-MP,"200 OLIVE AVE, VISTA, CA 92083, (619) 443-3632",159,"CARITAS AFFORDABLE HOUSING INC, 3 PARK PLAZA SUITE # 1700, IRVINE, CA 92614"
BANCROFT PALMS MHP,SAN DIEGO,37-0297-MP,"3221 BANCROFT DR, SPRING VALLEY, CA 91977, (619) 943-8699",54,"SNYDER, KENNETH, 11950 HWY 67, LAKESIDE, CA 92040"
WARDS,SAN DIEGO,37-0300-MP,"26465 HWY 94, POTRERO, CA 91963, (619) 745-5689",2,"CEBE FARMS INC, 26465 HWY 94, POTRERO, CA 91963"
ALPINE OAKS MH ESTATES,SAN DIEGO,37-0301-MP,"3505 ALPINE BLVD, ALPINE, CA 91901, (619) 745-5689",61,"CHAUVEL, ARNO, 24681 LA PLAZA #380, DANA POINT, CA 92629"
STARLIGHT TRAVELODGE\MHP,SAN DIEGO,37-0305-MP,"351 BRADLEY AVE, EL CAJON, CA 92021, (619) 745-5689",162,"MILLSBERG, NELSON, PO BOX 26215, SAN DIEGO, CA 92196"
BARRETT LAKE MOBILE HOME PARK,SAN DIEGO,37-0306-MP,"1250 BARRETT LAKE RD, DULZURA, CA 91917, (619) 772-4910",56,"1250 BARRETT LAKE LLC, 7228 OCOTILLO ST, SANTEE, CA 92071"
SWEETWATER LODGE,SAN DIEGO,37-0307-MP,"10707 JAMACHA BLVD, SPRING VALLEY, CA 91976, (619) 463-0800",261,"SWEETWATER PROPERTIES INC, 10707 JAMACHA BLVD., SPRING VALLEY, CA 91978"
GRAY BUCKNER MH LODGE,SAN DIEGO,37-0308-MP,"12030 WOODSIDE AVE, LAKESIDE, CA 92040, (619) 463-0800",45,"MARINIELLO, LUIGI, 12030 WOODSIDE AVE SPACE # 13, LAKESIDE, CA 92040"
